Time (CST),ST_10 cm_C,ST_50 cm_C,ST_100 cm_C,AvgAirTemp_C,AvgRelHum_%,AvgWindSpeed_m/s,AvgWindDir_Deg,TotalSolRad_MJ/m2,Rainfall_mm,Snow Depth_mm,SoilMoisture
1/23/2015,-1.66975,-0.895041667,1.401375,1.929083333,80.23166667,3.149083333,246.0041667,0.303666667,0,93,0.2659
1/24/2015,-1.113416667,-0.865125,1.316541667,-0.403166667,90.71666667,2.7255,213.688375,0.126166667,0,22,0.2781
1/25/2015,-1.380625,-0.810666667,1.337083333,-4.877791667,77.02833333,3.301666667,283.2458333,0.272625,0,35,0.2834
1/26/2015,-1.345791667,-0.746083333,1.284916667,0.583208333,84.41083333,4.213541667,262.044625,0.213625,0,38,0.2911
1/27/2015,-1.131791667,-0.74175,1.233458333,-1.621958333,94.7625,4.313958333,131.8608333,0.096,0,0,0.297
1/28/2015,-0.689708333,-0.686875,1.209625,0.805041667,91.14166667,5.717875,202.8458333,0.0715,0,0,0.2984
1/29/2015,-1.814458333,-0.718,1.20325,-7.854958333,74.66333333,6.165041667,280.6605833,0.198583333,0,0,0.2999
1/30/2015,-3.762875,-0.682875,1.228125,-7.339333333,76.28708333,3.875666667,165.345,0.294166667,0,0,0.3007
1/31/2015,-4.325458333,-0.757291667,1.199041667,-11.72429167,65.81333333,6.821916667,207.2883333,0.270416667,0,0,0.3007
2/1/2015,-7.749958333,-0.891166667,1.229583333,-19.17125,59.68958333,5.142083333,310.8979167,0.360875,0,0,0.3007
2/2/2015,-8.1315,-1.113333333,1.217708333,-14.11929167,58.32583333,3.321875,180.6524167,0.336458333,0,0,0.3007
2/3/2015,-6.994333333,-1.455291667,1.164041667,-12.68333333,77.69125,1.532,240.478,0.152125,0,0,0.3007
2/4/2015,-6.631791667,-1.656041667,1.187166667,-16.75958333,70.67,3.269541667,270.8083333,0.364166667,0,29,0.3007
2/5/2015,-6.998791667,-1.75975,1.162916667,-11.9625,72.42791667,3.966791667,180.1875,0.37925,0,26,0.3007
2/6/2015,-4.665916667,-1.791291667,1.1145,-4.610708333,71.39,2.450375,96.85875,0.358916667,0,22,0.3007
2/7/2015,-3.446208333,-1.693125,1.046125,-3.178375,78.69875,2.438666667,155.36875,0.288166667,0,21,0.3007
2/8/2015,-3.739458333,-1.598083333,0.988291667,-7.802791667,83.84,4.782625,317.3355417,0.097583333,0,21,0.3007
2/9/2015,-4.515291667,-1.531583333,0.961916667,-9.022375,85.73833333,2.616833333,178.0081667,0.12625,0,25,0.3007
2/10/2015,-3.35125,-1.486375,0.907833333,-3.194291667,89.92791667,4.817375,177.2441667,0.109625,0,33,0.3007
2/11/2015,-4.199666667,-1.480166667,0.953,-15.44,71.45583333,6.875708333,321.6083333,0.413125,0,135,0.3007
2/12/2015,-7.428416667,-1.577541667,0.90925,-19.30166667,72.2,3.385875,206.2275,0.344333333,0,79,0.3007
2/13/2015,-5.840666667,-1.708416667,0.890625,-9.876958333,77.41125,4.802916667,265.641,0.345958333,0,77,0.3007
2/14/2015,-7.329166667,-1.876458333,0.885,-21.17333333,67.15916667,5.3555,209.2225417,0.4,0,74,0.3007
2/15/2015,-7.2505,-2.030541667,0.810083333,-14.85791667,77.61416667,5.072083333,137.2291667,0.22525,0,70,0.3007
2/16/2015,-5.982875,-2.086166667,0.82125,-11.68958333,75.68041667,4.159375,307.1666667,0.411791667,0,96,0.3007
2/17/2015,-7.451333333,-2.170666667,0.795541667,-19.42125,70.8275,4.528291667,304.175,0.404833333,0,92,0.3007
2/18/2015,-9.69,-2.346458333,0.793875,-22.82375,65.90666667,3.256083333,298.9458333,0.512708333,0,130,0.3007
2/19/2015,-10.45458333,-2.620666667,0.768541667,-18.18666667,70.98458333,3.6945,151.9666667,0.449708333,0,126,0.3007
2/20/2015,-7.004916667,-2.814916667,0.641833333,-8.031125,79.82625,5.052333333,249.025,0.233,0,122,0.3007
2/21/2015,-7.661708333,-2.777666667,0.654708333,-17.23333333,69.74333333,5.314958333,319.8403333,0.503875,0,126,0.3007
2/22/2015,-10.70791667,-2.92575,0.664375,-24.58916667,60.8575,3.523125,291.0708333,0.559666667,0,122,0.3007
2/23/2015,-10.251875,-3.213083333,0.569208333,-12.571,61.27,5.65925,198.3458333,0.365583333,0,119,0.3007
2/24/2015,-6.183958333,-3.214875,0.515875,-7.382125,70.45583333,5.591875,271.5170833,0.49775,0,111,0.3007
2/25/2015,-7.408541667,-3.061958333,0.468208333,-15.87333333,64.21916667,5.36225,235.2960833,0.462125,0,107,0.3007
2/26/2015,-9.74,-3.141916667,0.47075,-19.52125,66.51541667,3.073208333,313.9958333,0.556583333,0,104,0.3007
2/27/2015,-9.878791667,-3.401416667,0.4255,-15.83041667,61.95375,2.9675,202.825,0.573625,0,101,0.3007
2/28/2015,-8.23075,-3.525708333,0.331541667,-10.045,67.32708333,5.278583333,180.9583333,0.42575,0,99,0.3007
3/1/2015,-7.752541667,-3.487875,0.274375,-11.26225,71.5625,3.597208333,250.4375,0.3715,0,95,0.3007
3/2/2015,-7.3085,-3.371666667,0.266333333,-7.702458333,65.63541667,5.076583333,168.2416667,0.548833333,0,92,0.3007
3/3/2015,-5.3935,-3.223833333,0.189041667,-9.635833333,68.12875,7.09575,275.4416667,0.506125,0,86,0.3007
3/4/2015,-8.534625,-3.153416667,0.179166667,-18.19875,62.81833333,3.915791667,291.2291667,0.479,0,100,0.3007
3/5/2015,-9.102833333,-3.40975,0.144708333,-13.57279167,59.87166667,4.40625,185.575,0.610416667,0,88,0.3007
3/6/2015,-5.592791667,-3.462791667,0.110708333,-3.211916667,61.72458333,3.557333333,234.5083333,0.567291667,0,84,0.3007
3/7/2015,-2.219375,-3.071958333,0.037958333,1.26625,70.80208333,3.681166667,266.3233333,0.4945,0,80,0.302
3/8/2015,-1.325666667,-2.583708333,0.021791667,3.095583333,67.09166667,4.100958333,246.8208333,0.609833333,0,75,0.3035
3/9/2015,-0.608666667,-2.20675,-0.012208333,6.506333333,58.7525,3.80975,202.5041667,0.6135,0,8,0.3083
3/10/2015,-0.007416667,-1.92775,-0.050208333,6.326458333,62.55125,3.744083333,250.8,0.623708333,0,0,0.3126
3/11/2015,0.552083333,-1.711541667,-0.083125,6.555958333,63.43791667,3.735333333,141.7458333,0.558458333,0,0,0.3257
3/12/2015,1.914958333,-1.522083333,-0.147666667,10.34554167,60.38583333,3.893666667,163.4791667,0.316708333,0,0,0.3304
3/13/2015,1.5695,-1.349791667,-0.096791667,5.17875,73.88375,4.258458333,283.3666667,0.5965,0,0,0.3313
3/14/2015,1.867791667,-1.20075,-0.102541667,7.9925,66.12583333,2.931583333,187.2583333,0.632916667,0,0,0.3316
3/15/2015,4.575833333,-1.047958333,-0.1665,14.86583333,40.83875,5.203083333,223.9849583,0.500791667,0,0,0.3317
3/16/2015,3.504916667,-0.962666667,-0.15975,5.189375,55.10625,4.754208333,197.7520833,0.225166667,0,0,0.3316
3/17/2015,0.829958333,-0.843083333,-0.058666667,0.2315,47.22875,2.562041667,257.9125,0.658708333,0,0,0.3316
3/18/2015,0.728833333,-0.77075,-0.119541667,1.73675,63.42666667,2.794375,180.9166667,0.319958333,0,0,0.3316
3/19/2015,1.476333333,-0.691416667,-0.111625,3.531666667,70.34291667,3.882291667,187.9875,0.294166667,0,0,0.3311
3/20/2015,0.694625,-0.666,-0.107791667,-0.341291667,79.81583333,3.947791667,244.2632917,0.202916667,0,0,0.331
3/21/2015,-0.156416667,-0.662791667,-0.085583333,-5.714541667,55.54875,3.261375,119.2231667,0.342166667,0,0,0.331
3/22/2015,-0.06775,-0.588666667,-0.089583333,0.345583333,43.90333333,3.090666667,97.60875,0.3615,0,0,0.3309
3/23/2015,0.048875,-0.567541667,-0.088541667,0.243416667,80.25791667,4.996375,160.7166667,0.163291667,0,0,0.3313
3/24/2015,0.279083333,-0.542166667,-0.080333333,0.715958333,84.87583333,7.742083333,146.5958333,0.193291667,0,0,0.3308
3/25/2015,0.493791667,-0.517041667,-0.065458333,1.480916667,73.25041667,7.773125,284.375,0.28325,0,5,0.3308
3/26/2015,0.160583333,-0.543041667,-0.067,-3.217541667,63.91541667,4.33825,325.5809583,0.615791667,0,0,0.3307
3/27/2015,-0.284833333,-0.54525,-0.058916667,-4.356875,65.67625,2.644458333,186.3416667,0.415833333,0,0,0.3307
3/28/2015,0.206666667,-0.45675,-0.034666667,3.415875,58.23041667,6.32725,152.3375,0.748291667,0,0,0.3306
3/29/2015,2.566333333,-0.42525,-0.052708333,7.453125,63.84708333,6.851666667,265.8208333,0.640375,0,0,0.3306
3/30/2015,3.476791667,-0.413875,-0.053208333,7.769583333,62.35708333,2.458958333,160.755,0.649666667,0,0,0.3305
3/31/2015,4.565125,-0.387791667,-0.026791667,9.115083333,54.915,1.280666667,188.7791667,0.772166667,0,0,0.3303
4/1/2015,6.361291667,-0.355708333,-0.095666667,14.43041667,41.39708333,6.279625,214.4541667,0.661833333,0,0,0.33
4/2/2015,4.744458333,-0.356,-0.054625,4.698708333,53.42,7.525083333,265.9588333,0.692041667,0,0,0.3298
4/3/2015,2.468708333,-0.355333333,-0.026208333,-2.388,47.12166667,3.096625,274.4125,0.777208333,0,0,0.3296
4/4/2015,2.726875,-0.313291667,-0.03375,1.403583333,57.98708333,1.966458333,165.4758333,0.77575,0,0,0.2711
4/5/2015,2.705791667,-0.281166667,-0.0335,1.741583333,42.00916667,4.282958333,44.80958333,0.720208333,0,0,0.2703
4/6/2015,2.36975,-0.255625,-0.037333333,2.836,28.30416667,4.185625,52.15333333,0.399833333,0,0,0.2697
4/7/2015,1.714708333,-0.2405,-0.032541667,2.809708333,54.745,2.898833333,105.2545833,0.112333333,0.05925,0,0.2696
4/8/2015,2.341,-0.216833333,-0.017583333,3.841208333,74.67375,2.585208333,60.65083333,0.38,0,0,0.2713
4/9/2015,4.24125,-0.178166667,-0.007416667,7.407,55.48083333,4.543166667,248.5183333,0.860916667,0,0,0.2726
4/10/2015,5.112,-0.13075,0.016708333,6.697541667,48.03916667,3.93275,304.8416667,0.973708333,0,0,0.2729
4/11/2015,5.509375,-0.063125,-0.0385,14.095,34.28791667,4.93775,171.2166667,0.858375,0,0,0.2725
4/12/2015,7.304791667,0.137208333,-0.041208333,14.50258333,45.43375,5.591916667,230.7125,0.557833333,0,0,0.267
4/13/2015,5.889541667,0.403666667,0.022333333,9.192625,32.68916667,5.000208333,275.2583333,0.959833333,0,0,0.2708
4/14/2015,6.068125,0.557958333,-0.00725,14.64441667,20.57041667,4.269916667,161.0916667,1.002166667,0,0,0.2698
4/15/2015,8.049833333,0.769041667,-0.013208333,16.98291667,27.20583333,6.57825,173.475,0.999083333,0,0,0.2685
4/16/2015,9.388333333,1.096875,-0.001083333,15.24,45.33375,3.294166667,248.3802917,0.866916667,0,0,0.2672
4/17/2015,8.2035,1.400208333,0.009083333,13.0385,31.64416667,2.658125,221.622125,1.034625,0,0,0.2659
4/18/2015,8.401791667,1.594875,-0.012125,14.318375,32.9575,2.84425,99.92379167,0.69675,0,0,0.2646
4/19/2015,7.584083333,1.770583333,0.015666667,8.45075,85.16291667,4.824875,271.9970833,0.234416667,0.364041667,0,0.2652
4/20/2015,4.380791667,1.772666667,0.067916667,2.253,79.68666667,6.148041667,332.5125,0.316,0.03175,0,0.2675
4/21/2015,2.813916667,1.481916667,0.083041667,1.878083333,68.07125,7.196666667,334.5916667,0.368166667,0,0,0.2686
4/22/2015,3.117166667,1.134916667,0.100833333,2.036333333,42.375,4.62825,334.4875,1.112791667,0,0,0.2637
4/23/2015,3.529772727,0.963875,0.125166667,3.071416667,36.56083333,1.290791667,168.0419167,0.988083333,0,0,0.2679
4/24/2015,5.587166667,1.053916667,0.0885,7.968958333,67.0175,4.537833333,113.4741667,0.505958333,0.2095,0,0.2671
4/25/2015,6.556416667,1.329166667,0.071791667,10.040375,60.48708333,2.84725,111.1404167,0.570583333,0,0,0.267
4/26/2015,7.2184,1.647958333,0.089541667,12.488125,30.70791667,1.980583333,143.8366667,1.09775,0,0,0.2664
4/27/2015,8.3656,2.056166667,0.1045,13.95933333,35.67291667,2.502,246.1583333,1.030458333,0,0,0.2654
4/28/2015,10.45625,2.557583333,0.146,11.37320833,64.07541667,3.386333333,164.52425,1.0375,0.132291667,0,0.2632
4/29/2015,9.20885,3.139583333,0.541125,14.05558333,41.52,1.547625,167.1270833,1.1145,0,0,0.2615
4/30/2015,10.92004167,3.7185,0.973791667,18.47333333,27.40291667,4.441833333,179.3541667,1.06225,0,0,0.2593
5/1/2015,13.03208333,4.300958333,1.373208333,17.18708333,57.81,1.843041667,198.4942083,1.026458333,0.087833333,0,0.2571
5/2/2015,12.74375,4.985708333,1.702708333,19.51541667,38.58958333,4.921666667,176.2916667,0.965208333,0.055,0,0.2549
5/3/2015,11.63375,5.523458333,2.08475,15.2925,44.4675,3.976125,311.8541667,0.7605,0,0,0.2531
5/4/2015,10.90933333,5.79025,2.46275,13.28233333,36.76958333,1.28825,181.9525833,0.927791667,0,0,0.2517
5/5/2015,11.91541667,5.962,2.758583333,18.55833333,31.70916667,4.474541667,144.9208333,1.0245,0,0,0.2498
5/6/2015,12.59166667,6.253125,3.023416667,16.6625,86.65333333,4.789875,140.6541667,0.248708333,0.196833333,0,0.2478
5/7/2015,13.10666667,6.629208333,3.291125,14.18820833,86.68333333,5.503,252.0916667,0.456125,0.110083333,0,0.2471
5/8/2015,9.615,6.90925,3.61175,4.761041667,71.78583333,5.629958333,278.8499583,0.587208333,0,0,0.2506
5/9/2015,8.646708333,6.782166667,3.870083333,5.615291667,62.93458333,4.227291667,102.2969167,0.8215,0,0,0.2505
5/10/2015,8.184208333,6.605791667,4.068083333,6.542958333,83.87375,5.034791667,40.15791667,0.241125,0.89325,0,0.253
5/11/2015,6.966708333,6.424125,4.218458333,4.517291667,92.7,6.640666667,170.7461667,0.260166667,0.991583333,0,0.3029
5/12/2015,8.35675,6.189541667,4.331041667,7.341583333,72.99541667,2.662458333,157.5527083,1.049541667,0,0,0.3434
5/13/2015,8.975,6.320041667,4.369208333,11.47904167,69.84166667,5.479333333,123.2708333,0.232208333,0.617,0,0.366
5/14/2015,10.07625,6.563583333,4.410208333,12.79625,83.16875,4.4605,151.6125,0.276,0.297375,0,0.3719
5/15/2015,10.79083333,6.834708333,4.553958333,12.19666667,88.44666667,1.805541667,110.4603333,0.414458333,0.010583333,0,0.3652
5/16/2015,11.99,7.168333333,4.656833333,16.57875,81.64166667,3.558666667,109.97,0.480833333,0,0,0.3552
5/17/2015,14.19,8.178083333,4.951125,14.79004167,93.0875,4.63025,214.0033333,0.423291667,2.405583333,0,0.3692
5/18/2015,8.877083333,8.4875,5.168166667,2.127666667,86.57916667,7.561041667,322.2829583,0.237833333,0.397958333,0,0.3736
5/19/2015,9.422125,7.946333333,5.345875,6.971208333,65.75833333,1.947291667,280.2860417,1.257041667,0,0,0.3609
5/20/2015,11.55654167,7.734958333,5.443625,12.65470833,56.16375,1.654541667,239.0875,1.221041667,0,0,0.3493
5/21/2015,13.31708333,8.0645,5.529291667,13.942375,55.52333333,2.408208333,328.4916667,1.246583333,0,0,0.3388
5/22/2015,14.03375,8.56375,5.627041667,16.58079167,48.38416667,1.441833333,179.0625,1.218458333,0,0,0.3313
5/23/2015,14.9575,9.101666667,5.787291667,17.74166667,50.46625,3.162291667,177.7041667,1.181791667,0,0,0.3178
5/24/2015,14.45666667,9.611666667,5.995208333,17.82916667,61.01791667,2.195666667,102.0466667,0.425375,0,0,0.3047
5/25/2015,14.55,10.08625,6.333291667,15.80166667,82.69958333,2.622958333,58.76029167,0.423,0.364,0,0.2963
5/26/2015,14.72333333,10.13916667,6.505583333,17.86625,69.79458333,2.142125,199.5166667,0.98475,0,0,0.291
5/27/2015,16.36625,10.415,6.716083333,20.16958333,59.09208333,1.618166667,157.4071667,1.105708333,0,0,0.2864
5/28/2015,17.25625,11.33708333,7.047166667,19.96375,75.53208333,3.593208333,183.8375,0.679458333,1.224416667,0,0.2793
5/29/2015,15.22333333,11.72208333,7.363833333,11.18108333,78.26916667,6.765708333,87.08570833,0.697333333,0.728083333,0,0.3551
5/30/2015,13.03125,11.41041667,7.558916667,8.176,57.40291667,3.653125,22.493375,1.281916667,0,0,0.3269
5/31/2015,13.53958333,11.11458333,7.707333333,12.62541667,55.89291667,3.301583333,133.8291667,0.695083333,0,0,0.3137
6/1/2015,13.74958333,11.0425,7.821333333,17.1775,50.93958333,5.864583333,148.6083333,0.833291667,0.010583333,0,0.2965
6/2/2015,14.77416667,11.06458333,7.918791667,20.52541667,62.82375,5.716166667,161.4958333,0.557958333,0.010583333,0,0.3019
6/3/2015,15.35708333,11.30166667,8.070083333,15.71833333,89.44708333,3.903,288.325,0.222166667,0.010583333,0,0.3194
6/4/2015,15.85333333,11.51083333,8.20375,17.73875,73.54583333,3.04,170.7497083,0.804166667,0,0,0.3153
6/5/2015,17.06125,11.75,8.280416667,19.50583333,68.74041667,2.445916667,98.67791667,0.807291667,0,0,0.3072
6/6/2015,17.1775,12.18708333,8.465,19.5575,79.52875,4.109375,192.8291667,0.444208333,0.495291667,0,0.2883
